work_order,asset_id,equipment_tag,description,priority,status,created_date,due_date,completed_date,technician,plant_unit,system,maintenance_type,cost_estimate,parts_required,downtime_hours,failure_mode
WO-2025-000146,OT1749,HDS-156N,Replace mechanical seal,Low,On_Hold,2025-08-27,2025-11-08,,Tech_17,HDS,Static_Equipment,Inspection,14295,Yes,33,Overheating
WO-2025-000147,OT0565,CDU-985P,Safety valve testing,Low,On_Hold,2025-09-16,2025-11-05,,Tech_23,CDU,Static_Equipment,Emergency,27268,Yes,23,Wear
WO-2025-000148,OT2488,ALKYL-304P,Piping integrity check,High,Cancelled,2025-09-19,2025-10-08,,Tech_5,ALKYL,Civil_Structural,Shutdown,48554,No,10,Calibration_Drift
WO-2025-000149,OT1521,HDS-808N,Heat exchanger cleaning,High,In_Progress,2025-08-31,2025-11-04,,Tech_4,HDS,Rotating_Equipment,Inspection,14875,No,26,Bearing_Failure
WO-2025-000150,OT1133,HDS-1009J,Analyzer calibration,Low,Cancelled,2025-09-04,2025-09-25,,Tech_15,HDS,Electrical,Corrective,42973,No,7,Seal_Failure
WO-2025-000151,OT0002,UTILITIES-956Y,Electrical panel inspection,Critical,On_Hold,2025-09-09,2025-10-25,,Tech_9,UTILITIES,Safety_Systems,Inspection,36076,No,25,Bearing_Failure
WO-2025-000152,OT1646,TANK_FARM-1076B,Heat exchanger cleaning,Medium,On_Hold,2025-09-05,2025-10-26,,Tech_37,TANK_FARM,Piping,Shutdown,32222,Yes,30,Wear
WO-2025-000153,OT0261,FCC-573L,Heat exchanger cleaning,Low,In_Progress,2025-09-01,2025-11-18,,Tech_8,FCC,Static_Equipment,Emergency,10495,No,15,Electrical_Fault
WO-2025-000154,OT2384,CCR-659T,Electrical panel inspection,High,On_Hold,2025-09-23,2025-09-26,,Tech_18,CCR,Safety_Systems,Corrective,21163,No,28,Electrical_Fault
WO-2025-000155,OT2131,TANK_FARM-837I,Replace mechanical seal,Medium,On_Hold,2025-09-12,2025-10-31,,Tech_47,TANK_FARM,Rotating_Equipment,Shutdown,18345,Yes,33,Calibration_Drift
WO-2025-000156,OT1776,CCR-615L,Control valve maintenance,Critical,Cancelled,2025-08-31,2025-11-10,,Tech_23,CCR,Instrumentation,Preventive,42031,No,39,Bearing_Failure
WO-2025-000157,OT2182,CDU-625M,Control valve maintenance,High,Cancelled,2025-09-21,2025-10-30,,Tech_47,CDU,Electrical,Shutdown,37675,No,33,Corrosion
WO-2025-000158,OT0773,TANK_FARM-767U,Compressor overhaul,High,Completed,2025-09-04,2025-10-29,2025-09-20,Tech_16,TANK_FARM,Electrical,Shutdown,17393,No,45,Vibration
WO-2025-000159,OT0279,CDU-734U,Control valve maintenance,Low,Cancelled,2025-08-29,2025-11-17,,Tech_32,CDU,Instrumentation,Corrective,12213,Yes,42,Fatigue
WO-2025-000160,OT1746,UTILITIES-1084Y,Calibrate pressure transmitter,Critical,On_Hold,2025-09-15,2025-10-14,,Tech_12,UTILITIES,Static_Equipment,Shutdown,11744,No,30,Vibration
WO-2025-000161,OT0092,TANK_FARM-689J,Heat exchanger cleaning,Low,Completed,2025-09-11,2025-11-03,2025-09-20,Tech_23,TANK_FARM,Safety_Systems,Shutdown,19372,No,0,Electrical_Fault
WO-2025-000162,OT0692,CCR-936M,Motor bearing replacement,High,Open,2025-09-08,2025-10-29,,Tech_1,CCR,Electrical,Preventive,19164,Yes,22,Vibration
WO-2025-000163,OT2291,FCC-1006N,Motor bearing replacement,Low,Cancelled,2025-09-12,2025-09-26,,Tech_31,FCC,Civil_Structural,Inspection,15810,No,45,Fatigue
WO-2025-000164,OT0943,UTILITIES-943K,Calibrate pressure transmitter,Critical,Open,2025-09-20,2025-11-14,,Tech_29,UTILITIES,Instrumentation,Preventive,45741,Yes,37,Electrical_Fault
WO-2025-000165,OT1644,ALKYL-817S,Piping integrity check,Critical,Open,2025-09-14,2025-11-13,,Tech_27,ALKYL,Electrical,Preventive,7057,Yes,14,Electrical_Fault
WO-2025-000166,OT2472,CDU-981U,Replace mechanical seal,Medium,In_Progress,2025-09-20,2025-11-22,,Tech_26,CDU,Piping,Preventive,32498,No,22,Electrical_Fault
WO-2025-000167,OT0266,UTILITIES-530Q,Pump impeller inspection,Medium,Completed,2025-09-16,2025-11-06,2025-09-23,Tech_48,UTILITIES,Safety_Systems,Emergency,5984,Yes,8,Corrosion
WO-2025-000168,OT2496,HDS-907Q,Valve actuator repair,Critical,Completed,2025-09-17,2025-11-09,2025-09-20,Tech_7,HDS,Electrical,Inspection,23178,No,8,Corrosion
WO-2025-000169,OT2203,HDS-136Q,Pump impeller inspection,High,In_Progress,2025-09-13,2025-10-09,,Tech_11,HDS,Civil_Structural,Corrective,45039,No,32,Electrical_Fault
WO-2025-000170,OT0672,FCC-272D,Compressor overhaul,Medium,Open,2025-09-05,2025-10-12,,Tech_22,FCC,Safety_Systems,Shutdown,50981,No,7,Overheating
WO-2025-000171,OT0809,ALKYL-257H,Analyzer calibration,Critical,Completed,2025-09-10,2025-10-31,2025-09-17,Tech_3,ALKYL,Safety_Systems,Predictive,7850,No,22,Electrical_Fault
WO-2025-000172,OT1769,FCC-598A,Control valve maintenance,Critical,On_Hold,2025-09-19,2025-09-25,,Tech_15,FCC,Civil_Structural,Inspection,43159,Yes,12,Electrical_Fault
WO-2025-000173,OT0231,CDU-167D,Heat exchanger cleaning,Critical,Open,2025-09-08,2025-09-24,,Tech_48,CDU,Piping,Preventive,48668,No,29,Wear
WO-2025-000174,OT0136,CCR-1018Y,Calibrate pressure transmitter,Low,In_Progress,2025-09-03,2025-11-18,,Tech_31,CCR,Static_Equipment,Preventive,25994,No,9,Fatigue
WO-2025-000175,OT0852,HDS-428N,Compressor overhaul,Low,In_Progress,2025-08-26,2025-09-24,,Tech_7,HDS,Civil_Structural,Corrective,42576,No,41,Bearing_Failure
WO-2025-000176,OT0189,TANK_FARM-573W,Safety valve testing,Low,On_Hold,2025-09-01,2025-11-20,,Tech_23,TANK_FARM,Piping,Preventive,21126,No,14,Bearing_Failure
WO-2025-000177,OT0099,TANK_FARM-888M,Replace mechanical seal,High,Completed,2025-08-29,2025-11-15,2025-09-21,Tech_44,TANK_FARM,Rotating_Equipment,Preventive,50440,No,47,Vibration
WO-2025-000178,OT1815,CCR-397F,Compressor overhaul,High,In_Progress,2025-08-30,2025-09-27,,Tech_46,CCR,Safety_Systems,Corrective,6974,No,12,Bearing_Failure
WO-2025-000179,OT0749,FCC-603V,Motor bearing replacement,Low,Completed,2025-09-02,2025-11-18,2025-09-20,Tech_39,FCC,Rotating_Equipment,Shutdown,43073,No,15,Corrosion
WO-2025-000180,OT2440,FCC-532M,Replace mechanical seal,Medium,In_Progress,2025-08-29,2025-10-19,,Tech_14,FCC,Electrical,Shutdown,5317,No,5,Calibration_Drift
WO-2025-000181,OT0831,CDU-557T,Piping integrity check,Medium,Cancelled,2025-09-19,2025-10-15,,Tech_35,CDU,Electrical,Emergency,19143,Yes,3,Wear
WO-2025-000182,OT1732,FCC-976B,Valve actuator repair,High,Open,2025-09-04,2025-11-19,,Tech_20,FCC,Rotating_Equipment,Shutdown,14340,Yes,31,Overheating
WO-2025-000183,OT1597,FCC-333D,Motor bearing replacement,High,Cancelled,2025-09-02,2025-10-05,,Tech_15,FCC,Safety_Systems,Inspection,3396,Yes,21,Seal_Failure
WO-2025-000184,OT1816,UTILITIES-888S,Pump impeller inspection,Medium,On_Hold,2025-09-08,2025-09-27,,Tech_25,UTILITIES,Electrical,Preventive,1083,No,2,Bearing_Failure
WO-2025-000185,OT0289,CCR-761L,Electrical panel inspection,Medium,In_Progress,2025-09-08,2025-11-03,,Tech_36,CCR,Rotating_Equipment,Corrective,43081,No,13,Electrical_Fault
WO-2025-000186,OT0469,ALKYL-653A,Replace mechanical seal,Critical,On_Hold,2025-09-15,2025-09-24,,Tech_10,ALKYL,Safety_Systems,Shutdown,4906,Yes,9,Bearing_Failure
WO-2025-000187,OT1002,CDU-289P,Calibrate pressure transmitter,Critical,Completed,2025-09-14,2025-10-18,2025-09-17,Tech_14,CDU,Instrumentation,Predictive,43862,Yes,16,Bearing_Failure
WO-2025-000188,OT0823,FCC-1042Z,Compressor overhaul,Low,Open,2025-09-22,2025-09-25,,Tech_8,FCC,Rotating_Equipment,Predictive,20925,No,35,Vibration
WO-2025-000189,OT0391,FCC-419Z,Compressor overhaul,Critical,In_Progress,2025-09-13,2025-10-04,,Tech_36,FCC,Electrical,Preventive,43549,No,25,Fatigue
WO-2025-000190,OT0500,HDS-578H,Replace mechanical seal,Low,On_Hold,2025-09-09,2025-10-11,,Tech_27,HDS,Safety_Systems,Emergency,3906,Yes,47,Overheating
WO-2025-000191,OT1811,HDS-112F,Heat exchanger cleaning,Critical,In_Progress,2025-09-12,2025-10-01,,Tech_9,HDS,Static_Equipment,Emergency,46993,Yes,2,Bearing_Failure
WO-2025-000192,OT1816,CCR-563V,Calibrate pressure transmitter,Critical,On_Hold,2025-09-03,2025-10-09,,Tech_24,CCR,Civil_Structural,Shutdown,42826,No,28,Fatigue
WO-2025-000193,OT1117,UTILITIES-985J,Pump impeller inspection,High,Open,2025-09-13,2025-10-24,,Tech_24,UTILITIES,Civil_Structural,Predictive,1085,No,30,Bearing_Failure
WO-2025-000194,OT0663,FCC-742V,Piping integrity check,Medium,Completed,2025-09-04,2025-11-12,2025-09-18,Tech_4,FCC,Piping,Predictive,32576,No,23,Electrical_Fault
WO-2025-000195,OT0759,CCR-873O,Motor bearing replacement,High,Cancelled,2025-09-08,2025-10-25,,Tech_39,CCR,Static_Equipment,Emergency,25886,No,0,Bearing_Failure
WO-2025-000196,OT1419,ALKYL-486C,Calibrate pressure transmitter,Critical,Open,2025-09-21,2025-09-28,,Tech_21,ALKYL,Instrumentation,Inspection,22834,No,42,Corrosion
WO-2025-000197,OT1951,ALKYL-992P,Replace mechanical seal,Low,Cancelled,2025-09-08,2025-10-28,,Tech_8,ALKYL,Electrical,Preventive,47569,No,15,Calibration_Drift
WO-2025-000198,OT0763,UTILITIES-886H,Calibrate pressure transmitter,Medium,Open,2025-08-28,2025-10-25,,Tech_47,UTILITIES,Static_Equipment,Shutdown,24348,Yes,11,Fatigue
WO-2025-000199,OT1346,CDU-318S,Analyzer calibration,Medium,On_Hold,2025-09-10,2025-10-29,,Tech_24,CDU,Instrumentation,Preventive,31403,No,0,Electrical_Fault
WO-2025-000200,OT2179,ALKYL-731U,Pump impeller inspection,Critical,On_Hold,2025-09-01,2025-11-19,,Tech_6,ALKYL,Safety_Systems,Preventive,11826,Yes,13,Overheating
WO-2025-000201,OT2498,CCR-676R,Piping integrity check,High,Cancelled,2025-09-02,2025-10-19,,Tech_50,CCR,Instrumentation,Predictive,4473,Yes,10,Seal_Failure
WO-2025-000202,OT1006,HDS-319D,Compressor overhaul,Low,Completed,2025-08-25,2025-10-23,2025-09-18,Tech_15,HDS,Civil_Structural,Corrective,11704,Yes,27,Seal_Failure
WO-2025-000203,OT0814,ALKYL-737F,Electrical panel inspection,Critical,Completed,2025-09-13,2025-10-26,2025-09-22,Tech_40,ALKYL,Static_Equipment,Inspection,35925,No,19,Wear
WO-2025-000204,OT1120,CCR-544O,Electrical panel inspection,Critical,On_Hold,2025-09-07,2025-10-03,,Tech_29,CCR,Piping,Corrective,30290,Yes,43,Overheating
WO-2025-000205,OT0410,FCC-316I,Compressor overhaul,Medium,Completed,2025-09-09,2025-10-03,2025-09-21,Tech_33,FCC,Rotating_Equipment,Inspection,9771,Yes,1,Fatigue
WO-2025-000206,OT1104,TANK_FARM-221K,Compressor overhaul,High,On_Hold,2025-09-06,2025-11-07,,Tech_5,TANK_FARM,Electrical,Shutdown,4207,Yes,11,Corrosion
WO-2025-000207,OT0801,TANK_FARM-759K,Control valve maintenance,Critical,Open,2025-08-30,2025-10-08,,Tech_30,TANK_FARM,Piping,Shutdown,45051,Yes,4,Seal_Failure
WO-2025-000208,OT0773,UTILITIES-756E,Motor bearing replacement,Low,Completed,2025-08-26,2025-11-18,2025-09-19,Tech_49,UTILITIES,Electrical,Preventive,21899,Yes,27,Vibration
WO-2025-000209,OT0035,FCC-790I,Replace mechanical seal,Critical,On_Hold,2025-09-19,2025-11-18,,Tech_4,FCC,Electrical,Preventive,32039,Yes,44,Calibration_Drift
WO-2025-000210,OT0079,CCR-527N,Valve actuator repair,Medium,Completed,2025-08-29,2025-11-13,2025-09-19,Tech_26,CCR,Civil_Structural,Inspection,5194,No,0,Fatigue
WO-2025-000211,OT0280,ALKYL-132C,Piping integrity check,Medium,Completed,2025-09-17,2025-10-26,2025-09-22,Tech_11,ALKYL,Electrical,Inspection,39474,Yes,34,Vibration
WO-2025-000212,OT0994,ALKYL-846N,Motor bearing replacement,Critical,In_Progress,2025-08-30,2025-10-25,,Tech_4,ALKYL,Safety_Systems,Predictive,24391,Yes,34,Vibration
WO-2025-000213,OT1004,ALKYL-1060W,Electrical panel inspection,Low,Completed,2025-09-12,2025-10-06,2025-09-20,Tech_18,ALKYL,Rotating_Equipment,Predictive,6258,No,12,Bearing_Failure
WO-2025-000214,OT0436,HDS-586X,Analyzer calibration,Medium,Cancelled,2025-08-30,2025-11-07,,Tech_20,HDS,Civil_Structural,Inspection,6297,No,11,Calibration_Drift
WO-2025-000215,OT0838,FCC-412O,Electrical panel inspection,Medium,Open,2025-09-20,2025-10-31,,Tech_16,FCC,Safety_Systems,Preventive,32521,Yes,17,Vibration
WO-2025-000216,OT0847,CCR-448H,Piping integrity check,Critical,Completed,2025-09-15,2025-10-31,2025-09-23,Tech_20,CCR,Static_Equipment,Emergency,40109,Yes,13,Vibration
WO-2025-000217,OT0726,ALKYL-836E,Pump impeller inspection,Medium,Open,2025-09-18,2025-10-09,,Tech_16,ALKYL,Piping,Emergency,25002,No,25,Wear
WO-2025-000218,OT0717,HDS-870U,Motor bearing replacement,Critical,Cancelled,2025-09-09,2025-10-21,,Tech_6,HDS,Safety_Systems,Corrective,13636,No,33,Overheating
WO-2025-000219,OT0864,CCR-422K,Piping integrity check,Medium,Open,2025-09-19,2025-11-01,,Tech_35,CCR,Rotating_Equipment,Preventive,46470,Yes,7,Corrosion
WO-2025-000220,OT1675,CCR-956S,Pump impeller inspection,Low,Completed,2025-09-07,2025-11-19,2025-09-23,Tech_28,CCR,Rotating_Equipment,Preventive,15238,No,2,Corrosion
WO-2025-000221,OT0344,HDS-1076J,Replace mechanical seal,High,Cancelled,2025-09-18,2025-10-23,,Tech_45,HDS,Safety_Systems,Corrective,18122,Yes,9,Wear
WO-2025-000222,OT0977,HDS-1048T,Compressor overhaul,High,In_Progress,2025-08-24,2025-10-07,,Tech_39,HDS,Static_Equipment,Shutdown,48535,Yes,27,Seal_Failure
WO-2025-000223,OT0198,HDS-439N,Heat exchanger cleaning,Medium,In_Progress,2025-09-02,2025-11-17,,Tech_50,HDS,Instrumentation,Preventive,10316,Yes,45,Seal_Failure
WO-2025-000224,OT1901,UTILITIES-151Y,Electrical panel inspection,Low,On_Hold,2025-09-20,2025-10-13,,Tech_23,UTILITIES,Rotating_Equipment,Shutdown,26371,Yes,46,Electrical_Fault
WO-2025-000225,OT1898,UTILITIES-856I,Analyzer calibration,Critical,Cancelled,2025-08-25,2025-10-23,,Tech_10,UTILITIES,Electrical,Predictive,24673,No,22,Corrosion
WO-2025-000226,OT0711,HDS-331F,Calibrate pressure transmitter,Medium,On_Hold,2025-09-22,2025-11-07,,Tech_22,HDS,Rotating_Equipment,Emergency,48936,Yes,11,Wear
WO-2025-000227,OT1578,TANK_FARM-440Q,Electrical panel inspection,High,In_Progress,2025-08-24,2025-11-22,,Tech_10,TANK_FARM,Civil_Structural,Preventive,5091,Yes,28,Calibration_Drift
WO-2025-000228,OT0918,HDS-554K,Pump impeller inspection,Low,In_Progress,2025-08-30,2025-11-06,,Tech_34,HDS,Piping,Preventive,22916,No,39,Seal_Failure
WO-2025-000229,OT0909,FCC-601Y,Analyzer calibration,Critical,Cancelled,2025-09-09,2025-10-13,,Tech_42,FCC,Safety_Systems,Inspection,30924,No,1,Fatigue
WO-2025-000230,OT0425,CDU-1009O,Compressor overhaul,Low,Cancelled,2025-09-22,2025-10-27,,Tech_9,CDU,Static_Equipment,Inspection,24025,No,11,Electrical_Fault
WO-2025-000231,OT0767,TANK_FARM-813C,Electrical panel inspection,Medium,On_Hold,2025-09-04,2025-10-28,,Tech_37,TANK_FARM,Static_Equipment,Predictive,30545,Yes,4,Wear
WO-2025-000232,OT1585,CCR-378H,Piping integrity check,Low,Completed,2025-08-27,2025-11-22,2025-09-17,Tech_24,CCR,Instrumentation,Emergency,18686,Yes,10,Vibration
WO-2025-000233,OT2012,FCC-367G,Analyzer calibration,High,Cancelled,2025-09-13,2025-10-23,,Tech_7,FCC,Instrumentation,Preventive,34450,No,19,Calibration_Drift
WO-2025-000234,OT2449,HDS-823Y,Heat exchanger cleaning,Medium,Cancelled,2025-08-31,2025-10-05,,Tech_17,HDS,Safety_Systems,Predictive,15898,No,44,Wear
WO-2025-000235,OT2352,UTILITIES-590E,Calibrate pressure transmitter,Critical,In_Progress,2025-09-12,2025-11-11,,Tech_13,UTILITIES,Instrumentation,Emergency,23576,No,20,Overheating
WO-2025-000236,OT0805,CCR-398M,Analyzer calibration,Critical,Completed,2025-09-09,2025-11-07,2025-09-20,Tech_8,CCR,Electrical,Inspection,9427,No,1,Calibration_Drift
WO-2025-000237,OT1474,UTILITIES-958M,Pump impeller inspection,Critical,On_Hold,2025-09-20,2025-10-15,,Tech_15,UTILITIES,Piping,Predictive,24015,No,19,Fatigue
WO-2025-000238,OT0780,HDS-340A,Valve actuator repair,High,Completed,2025-09-16,2025-10-21,2025-09-23,Tech_46,HDS,Piping,Inspection,31244,Yes,42,Corrosion
WO-2025-000239,OT1236,FCC-547Y,Valve actuator repair,Low,In_Progress,2025-09-12,2025-09-24,,Tech_40,FCC,Rotating_Equipment,Inspection,7022,No,22,Electrical_Fault
WO-2025-000240,OT0397,CCR-532O,Pump impeller inspection,High,Cancelled,2025-08-25,2025-11-02,,Tech_38,CCR,Civil_Structural,Predictive,26730,Yes,47,Corrosion
WO-2025-000241,OT0844,ALKYL-677W,Motor bearing replacement,Critical,On_Hold,2025-09-23,2025-10-13,,Tech_24,ALKYL,Piping,Corrective,19574,No,36,Fatigue
WO-2025-000242,OT2121,ALKYL-628L,Pump impeller inspection,Medium,In_Progress,2025-09-17,2025-10-05,,Tech_22,ALKYL,Civil_Structural,Preventive,32200,No,27,Wear
WO-2025-000243,OT1025,CCR-962W,Compressor overhaul,Critical,Completed,2025-09-11,2025-10-25,2025-09-22,Tech_16,CCR,Piping,Shutdown,20799,Yes,40,Seal_Failure
WO-2025-000244,OT0503,CCR-321E,Electrical panel inspection,High,Open,2025-09-15,2025-11-10,,Tech_34,CCR,Civil_Structural,Inspection,43083,No,29,Seal_Failure
WO-2025-000245,OT2414,HDS-1067U,Safety valve testing,Critical,Completed,2025-09-19,2025-10-09,2025-09-20,Tech_48,HDS,Instrumentation,Preventive,3855,No,7,Vibration
WO-2025-000246,OT2448,ALKYL-201P,Calibrate pressure transmitter,High,Cancelled,2025-09-08,2025-10-13,,Tech_11,ALKYL,Electrical,Predictive,6379,No,10,Seal_Failure
WO-2025-000247,OT1996,CCR-1086S,Safety valve testing,Low,Open,2025-09-22,2025-09-30,,Tech_48,CCR,Instrumentation,Shutdown,24380,No,40,Wear
WO-2025-000248,OT2294,CCR-1010A,Valve actuator repair,Low,On_Hold,2025-09-13,2025-11-07,,Tech_44,CCR,Instrumentation,Inspection,45242,No,8,Vibration
WO-2025-000249,OT0555,CDU-392S,Motor bearing replacement,High,Cancelled,2025-09-15,2025-10-07,,Tech_4,CDU,Static_Equipment,Inspection,42018,No,18,Vibration
WO-2025-000250,OT0728,HDS-192X,Control valve maintenance,High,Open,2025-09-12,2025-10-18,,Tech_11,HDS,Piping,Emergency,8019,No,8,Wear
WO-2025-000251,OT1835,TANK_FARM-133J,Analyzer calibration,Medium,In_Progress,2025-09-05,2025-10-25,,Tech_21,TANK_FARM,Rotating_Equipment,Preventive,40092,No,8,Fatigue
WO-2025-000252,OT1923,ALKYL-340A,Analyzer calibration,Medium,Completed,2025-09-02,2025-10-04,2025-09-17,Tech_28,ALKYL,Piping,Shutdown,20685,No,11,Electrical_Fault
WO-2025-000253,OT0643,TANK_FARM-830O,Electrical panel inspection,Low,Cancelled,2025-09-17,2025-11-04,,Tech_30,TANK_FARM,Static_Equipment,Preventive,18257,No,38,Fatigue
WO-2025-000254,OT1431,CCR-539R,Control valve maintenance,Critical,Cancelled,2025-08-29,2025-10-13,,Tech_44,CCR,Static_Equipment,Emergency,39121,No,34,Electrical_Fault
WO-2025-000255,OT2014,UTILITIES-1008O,Compressor overhaul,Critical,In_Progress,2025-08-28,2025-10-14,,Tech_2,UTILITIES,Static_Equipment,Corrective,50138,No,14,Calibration_Drift
WO-2025-000256,OT0618,UTILITIES-830W,Pump impeller inspection,Low,On_Hold,2025-09-18,2025-11-19,,Tech_47,UTILITIES,Static_Equipment,Preventive,20315,No,11,Overheating
WO-2025-000257,OT0419,ALKYL-143H,Replace mechanical seal,Medium,Open,2025-09-15,2025-10-26,,Tech_22,ALKYL,Civil_Structural,Predictive,42077,No,4,Overheating
WO-2025-000258,OT0892,UTILITIES-995X,Replace mechanical seal,Critical,Completed,2025-08-31,2025-11-08,2025-09-19,Tech_16,UTILITIES,Electrical,Shutdown,3446,Yes,23,Corrosion
WO-2025-000259,OT2383,HDS-706V,Analyzer calibration,High,Open,2025-08-31,2025-09-27,,Tech_13,HDS,Safety_Systems,Preventive,35947,Yes,4,Vibration
WO-2025-000260,OT1683,CDU-717Z,Valve actuator repair,High,In_Progress,2025-09-11,2025-11-15,,Tech_3,CDU,Instrumentation,Emergency,3397,Yes,41,Calibration_Drift
WO-2025-000261,OT1469,HDS-281D,Analyzer calibration,Medium,Open,2025-09-11,2025-09-27,,Tech_37,HDS,Safety_Systems,Emergency,4827,No,20,Vibration
WO-2025-000262,OT0736,CDU-566C,Electrical panel inspection,Low,Cancelled,2025-09-06,2025-09-28,,Tech_4,CDU,Static_Equipment,Preventive,44098,No,33,Fatigue
WO-2025-000263,OT1314,ALKYL-278P,Heat exchanger cleaning,High,Cancelled,2025-08-26,2025-11-03,,Tech_34,ALKYL,Rotating_Equipment,Corrective,24074,No,29,Seal_Failure
WO-2025-000264,OT0960,UTILITIES-710S,Piping integrity check,Medium,In_Progress,2025-09-18,2025-09-23,,Tech_3,UTILITIES,Rotating_Equipment,Preventive,28900,No,32,Wear
WO-2025-000265,OT0329,HDS-610Z,Valve actuator repair,Low,Open,2025-09-04,2025-11-18,,Tech_9,HDS,Safety_Systems,Corrective,26396,No,41,Wear
WO-2025-000266,OT2161,TANK_FARM-1035R,Control valve maintenance,Low,Open,2025-08-30,2025-10-25,,Tech_44,TANK_FARM,Safety_Systems,Emergency,30634,No,7,Corrosion
WO-2025-000267,OT1252,FCC-641W,Valve actuator repair,High,Open,2025-09-07,2025-10-16,,Tech_40,FCC,Electrical,Predictive,33940,No,19,Bearing_Failure
WO-2025-000268,OT2092,UTILITIES-1055U,Pump impeller inspection,Critical,Cancelled,2025-08-27,2025-11-10,,Tech_4,UTILITIES,Instrumentation,Shutdown,17121,No,3,Calibration_Drift
WO-2025-000269,OT1806,CCR-946J,Piping integrity check,Low,Completed,2025-09-19,2025-11-19,2025-09-16,Tech_2,CCR,Rotating_Equipment,Corrective,31417,No,35,Calibration_Drift
WO-2025-000270,OT1709,ALKYL-653I,Compressor overhaul,High,Cancelled,2025-09-10,2025-11-04,,Tech_17,ALKYL,Piping,Preventive,33890,Yes,20,Fatigue
WO-2025-000271,OT0084,FCC-172W,Compressor overhaul,High,Cancelled,2025-08-27,2025-10-10,,Tech_3,FCC,Civil_Structural,Preventive,44244,No,15,Overheating
WO-2025-000272,OT0248,CCR-582B,Calibrate pressure transmitter,Critical,Open,2025-09-04,2025-10-02,,Tech_28,CCR,Piping,Corrective,6177,No,4,Fatigue
WO-2025-000273,OT2424,CCR-1057S,Valve actuator repair,Critical,Completed,2025-09-22,2025-11-17,2025-09-21,Tech_23,CCR,Safety_Systems,Emergency,30549,No,44,Wear
WO-2025-000274,OT0866,TANK_FARM-1068M,Control valve maintenance,Medium,Open,2025-09-23,2025-10-01,,Tech_10,TANK_FARM,Piping,Predictive,6930,No,47,Seal_Failure
WO-2025-000275,OT1847,UTILITIES-448X,Control valve maintenance,Critical,In_Progress,2025-09-01,2025-11-18,,Tech_5,UTILITIES,Piping,Inspection,17022,No,15,Overheating
WO-2025-000276,OT2340,UTILITIES-808V,Compressor overhaul,Low,Completed,2025-09-16,2025-10-07,2025-09-17,Tech_39,UTILITIES,Civil_Structural,Inspection,22636,Yes,39,Corrosion
WO-2025-000277,OT1816,TANK_FARM-419R,Control valve maintenance,High,Cancelled,2025-09-08,2025-10-18,,Tech_30,TANK_FARM,Static_Equipment,Predictive,41033,Yes,26,Fatigue
WO-2025-000278,OT1067,CDU-117R,Valve actuator repair,High,Completed,2025-09-23,2025-11-05,2025-09-17,Tech_50,CDU,Electrical,Preventive,44182,No,22,Seal_Failure
WO-2025-000279,OT0289,TANK_FARM-940C,Compressor overhaul,Medium,Completed,2025-09-23,2025-11-17,2025-09-23,Tech_3,TANK_FARM,Rotating_Equipment,Corrective,7017,Yes,15,Corrosion
WO-2025-000280,OT0892,UTILITIES-137P,Compressor overhaul,High,In_Progress,2025-09-19,2025-10-21,,Tech_7,UTILITIES,Electrical,Shutdown,24256,No,0,Overheating
