tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches
"FLU-016","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.46.207","f2:b0:a5:22:45:4b","Ethernet/IP","Schneider","DCS-1777","3.8.43","2025-10-22T09:37:43.168Z","Protocol Analysis","82","VLAN-52","Low","true","true"
"FLU-017","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.249.209","24:b1:df:3a:6d:23","Modbus TCP","Rockwell","PLC-7572","5.0.39","2025-10-21T19:24:26.741Z","Asset Inventory","72","VLAN-28","Critical","true","false"
"FLU-018","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.31.66","db:18:80:ef:aa:98","Profinet","Rockwell","ControlValve-9552","1.9.7","2025-10-21T23:24:21.600Z","Asset Inventory","90","VLAN-83","High","true","true"
"FLU-019","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.187.174","a4:b6:2a:8b:c8:31","Profinet","Siemens","FlowTransmitter-5317","5.1.40","2025-10-18T16:16:21.864Z","Protocol Analysis","84","VLAN-48","Critical","true","true"
"FLU-020","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.120.19","5b:c3:90:55:d3:c4","OPC UA","Emerson","DCS-2156","1.3.42","2025-10-18T18:03:35.924Z","Protocol Analysis","83","VLAN-20","Low","true","true"
"FLU-021","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.164.25","97:98:bf:52:63:16","DNP3","Emerson","RTU-2329","2.6.76","2025-10-19T06:26:51.081Z","SNMP","67","VLAN-64","Critical","true","true"
"FLU-022","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.73.94","3a:a8:ab:0d:26:d3","OPC UA","Emerson","FlowTransmitter-8420","3.0.60","2025-10-20T03:07:24.136Z","Network Scan","99","VLAN-17","Low","true","false"
"FLU-023","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.39.15","0d:25:eb:16:9a:42","Ethernet/IP","Schneider","PLC-9007","4.1.58","2025-10-19T15:43:23.930Z","Asset Inventory","62","VLAN-35","High","false","false"
"FLU-024","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.52.118","fc:4c:ba:c4:9b:20","Modbus TCP","Rockwell","ControlValve-1523","5.0.58","2025-10-18T15:09:08.652Z","Network Scan","93","VLAN-65","Medium","false","true"
"FLU-025","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.231.186","a8:5e:e2:fe:8d:ea","Ethernet/IP","Honeywell","MotorStarter-6556","4.5.23","2025-10-22T09:37:59.525Z","Protocol Analysis","74","VLAN-96","High","true","false"
"FLU-026","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.147.180","88:d3:06:19:0a:89","Ethernet/IP","Emerson","ControlValve-1578","4.5.46","2025-10-21T18:05:27.643Z","Asset Inventory","70","VLAN-69","Critical","false","true"
"FLU-027","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.180.43","c9:b5:be:bb:3c:64","Profinet","Rockwell","FlowTransmitter-5733","1.1.99","2025-10-20T03:56:36.825Z","Asset Inventory","97","VLAN-10","Medium","true","true"
"FLU-028","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.129.36","60:2f:c6:eb:4e:f7","Modbus TCP","Schneider","RTU-2866","3.1.0","2025-10-23T11:31:04.389Z","Asset Inventory","68","VLAN-80","High","true","true"
"FLU-029","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.27.63","10:a4:e1:dd:3c:9a","Ethernet/IP","Schneider","SafetyPLC-2712","4.5.31","2025-10-21T19:22:48.852Z","Protocol Analysis","88","VLAN-45","High","false","true"
"FLU-030","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.237.105","a4:4c:4a:6b:77:6e","OPC UA","Rockwell","ControlValve-9182","1.1.13","2025-10-17T22:58:43.747Z","SNMP","62","VLAN-74","High","true","false"
"FLU-031","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.6.191","47:e8:52:79:2c:b6","Profinet","Rockwell","MotorStarter-4611","5.2.99","2025-10-23T19:28:17.886Z","Protocol Analysis","99","VLAN-43","Medium","true","false"
"FLU-032","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.116.154","ae:e7:12:ce:6e:59","Profinet","Rockwell","FlowTransmitter-7442","3.5.53","2025-10-22T15:51:42.276Z","SNMP","98","VLAN-23","Low","false","false"
"FLU-033","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.94.93","13:52:a6:ba:28:a3","DNP3","ABB","MotorStarter-8854","1.4.78","2025-10-18T23:30:54.884Z","Asset Inventory","84","VLAN-11","High","true","true"
"FLU-034","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.108.251","f6:bc:f8:a0:34:d4","DNP3","Emerson","HMI-3776","4.5.87","2025-10-20T13:39:28.096Z","Network Scan","92","VLAN-8","High","true","true"
"FLU-035","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.63.30","6c:76:47:f8:cd:ae","DNP3","Schneider","TemperatureTransmitter-9388","2.0.73","2025-10-20T01:47:35.918Z","Asset Inventory","91","VLAN-40","High","false","true"
"FLU-036","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.189.209","ef:5b:8d:ec:04:c6","DNP3","Honeywell","MotorStarter-6569","5.2.50","2025-10-24T07:08:22.634Z","Asset Inventory","96","VLAN-87","Critical","true","true"
"FLU-037","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.27.15","c2:0c:fb:b7:d4:0a","Profinet","Schneider","MotorStarter-6939","3.5.48","2025-10-19T14:40:08.473Z","Protocol Analysis","66","VLAN-18","Low","true","false"
"FLU-038","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.4.159","1a:41:55:06:27:f6","Modbus TCP","Schneider","RTU-2458","3.7.73","2025-10-24T02:15:17.030Z","Asset Inventory","66","VLAN-36","Low","true","true"
"FLU-039","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.7.50","37:d7:95:04:af:9d","Ethernet/IP","Emerson","MotorStarter-6424","3.6.82","2025-10-17T23:49:29.607Z","Protocol Analysis","94","VLAN-61","Low","true","true"
"FLU-040","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.138.1","68:a8:f1:f8:5b:ee","Ethernet/IP","ABB","DCS-9717","5.6.80","2025-10-22T14:53:45.010Z","SNMP","91","VLAN-93","High","true","true"
"FLU-041","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.121.88","9d:76:d1:3b:70:54","Ethernet/IP","Schneider","FlowTransmitter-2451","1.3.29","2025-10-23T19:55:48.266Z","SNMP","62","VLAN-57","Medium","true","false"
"FLU-042","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.172.146","f8:09:0e:6e:39:df","OPC UA","Honeywell","MotorStarter-2829","5.2.64","2025-10-21T12:41:46.858Z","SNMP","78","VLAN-89","Medium","true","true"
"FLU-043","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.226.100","99:3c:18:70:7e:13","Profinet","Siemens","ControlValve-8612","5.1.74","2025-10-24T05:56:02.583Z","Asset Inventory","61","VLAN-77","Low","false","false"
"FLU-044","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.17.46","0a:20:e5:87:63:6f","OPC UA","ABB","ControlValve-6416","4.0.99","2025-10-19T13:58:05.625Z","Network Scan","79","VLAN-79","Medium","true","true"
"FLU-045","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.23.44","b6:a6:4c:cc:6f:d8","DNP3","ABB","HMI-1294","4.7.55","2025-10-24T04:04:21.109Z","Network Scan","64","VLAN-67","High","true","false"
"FLU-046","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.18.75","d8:f2:98:23:5a:60","Ethernet/IP","Siemens","HMI-7708","2.8.1","2025-10-20T20:35:00.919Z","Network Scan","77","VLAN-85","Medium","true","true"
"FLU-047","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.166.185","a9:6a:21:dd:11:f3","OPC UA","Schneider","PressureTransmitter-2085","2.0.54","2025-10-21T05:50:27.411Z","Asset Inventory","91","VLAN-31","Medium","true","false"
"FLU-048","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.70.53","c4:23:28:a1:72:33","Ethernet/IP","Schneider","PLC-3234","4.6.17","2025-10-23T22:14:59.595Z","Network Scan","87","VLAN-32","Medium","true","false"
"FLU-049","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.22.29","cd:fb:70:41:6e:3f","Profinet","Rockwell","DCS-6612","5.6.95","2025-10-19T15:40:51.233Z","Network Scan","69","VLAN-51","High","false","true"
"FLU-050","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.23.140","59:fc:ec:df:86:5a","Modbus TCP","Siemens","ControlValve-7013","2.7.57","2025-10-19T08:41:10.080Z","SNMP","78","VLAN-63","High","true","true"
"FLU-051","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.130.198","4a:03:ae:4c:87:ef","Modbus TCP","Rockwell","FlowTransmitter-8180","5.7.9","2025-10-18T01:22:09.684Z","SNMP","75","VLAN-66","Critical","true","true"
"FLU-052","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.25.39","38:d9:3e:f3:e8:65","Modbus TCP","Schneider","TemperatureTransmitter-8347","5.4.61","2025-10-22T14:01:11.055Z","Asset Inventory","80","VLAN-80","Medium","true","true"
"FLU-053","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.168.232","b7:5c:dc:8e:7e:cb","OPC UA","ABB","PressureTransmitter-7262","4.5.87","2025-10-19T03:22:21.055Z","Protocol Analysis","98","VLAN-34","High","true","false"
"FLU-054","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.38.14","f9:9e:b4:ba:5d:55","Profinet","Schneider","DCS-1501","2.2.13","2025-10-21T06:29:16.654Z","Asset Inventory","86","VLAN-100","Low","false","true"
"FLU-055","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.88.173","11:ee:b5:18:17:ba","OPC UA","ABB","FlowTransmitter-6178","4.6.25","2025-10-24T01:16:57.138Z","Protocol Analysis","71","VLAN-53","Low","true","true"
"FLU-056","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.156.78","f7:10:5e:12:21:5c","Modbus TCP","Honeywell","HMI-4674","1.6.76","2025-10-22T19:55:05.687Z","Asset Inventory","80","VLAN-56","High","true","true"
"FLU-057","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.38.41","2b:4c:dd:2d:7a:1d","OPC UA","Siemens","TemperatureTransmitter-3180","4.9.49","2025-10-18T09:25:27.028Z","SNMP","82","VLAN-3","Critical","true","true"
"FLU-058","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.22.93","ec:76:0b:86:03:5c","Modbus TCP","Schneider","ControlValve-4892","2.8.54","2025-10-20T05:20:19.899Z","Network Scan","76","VLAN-4","High","false","false"
"HYD-001","Port Arthur Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.251.195","cf:97:78:2c:3d:ea","Ethernet/IP","Honeywell","MotorStarter-7127","5.6.86","2025-10-23T10:12:52.607Z","Protocol Analysis","69","VLAN-9","Critical","true","false"
"HYD-002","Port Arthur Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.176.163","2d:45:d1:8d:83:e6","Ethernet/IP","Schneider","FlowTransmitter-9043","3.9.60","2025-10-21T12:20:42.103Z","Asset Inventory","96","VLAN-52","Low","false","true"
"HYD-003","Port Arthur Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.167.24","7a:21:35:3c:98:69","Modbus TCP","ABB","SafetyPLC-3605","5.7.30","2025-10-22T21:38:39.465Z","Protocol Analysis","74","VLAN-58","High","true","false"
"HYD-004","Port Arthur Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.243.62","d4:12:9b:66:1c:3b","Profinet","Emerson","TemperatureTransmitter-3292","3.6.65","2025-10-20T18:48:58.704Z","Network Scan","84","VLAN-78","High","true","true"
"HYD-005","Port Arthur Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.86.98","b1:ff:64:5a:f1:c1","Profinet","Schneider","SafetyPLC-5248","2.5.7","2025-10-23T07:15:40.970Z","Asset Inventory","99","VLAN-89","Critical","false","true"
"HYD-006","Port Arthur Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.111.46","4b:d3:f4:ab:43:52","DNP3","Siemens","PressureTransmitter-3806","5.6.27","2025-10-24T12:57:27.680Z","Network Scan","73","VLAN-1","Critical","false","false"
"HYD-007","Port Arthur Refinery","Hydrocracking Unit (HCU)","HMI","192.168.199.147","59:5c:fc:82:3a:94","OPC UA","Rockwell","HMI-9458","5.2.64","2025-10-22T08:20:34.431Z","SNMP","73","VLAN-32","Medium","true","true"
"HYD-008","Port Arthur Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.56.51","8f:07:cc:06:d5:52","DNP3","Honeywell","SafetyPLC-9626","4.6.88","2025-10-23T16:59:50.167Z","SNMP","66","VLAN-79","Critical","true","true"
"HYD-009","Port Arthur Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.184.111","e3:a0:3f:74:a2:7a","OPC UA","Emerson","PressureTransmitter-8755","3.8.82","2025-10-20T02:15:14.050Z","Protocol Analysis","96","VLAN-97","Medium","false","false"
"HYD-010","Port Arthur Refinery","Hydrocracking Unit (HCU)","PLC","192.168.32.104","fe:9d:67:67:03:43","Ethernet/IP","Rockwell","PLC-1103","3.8.84","2025-10-20T11:16:05.049Z","Protocol Analysis","94","VLAN-18","Medium","true","true"
"HYD-011","Port Arthur Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.40.89","78:cf:43:80:bd:4e","Modbus TCP","ABB","MotorStarter-8200","3.4.86","2025-10-19T08:09:47.068Z","SNMP","75","VLAN-87","Critical","false","true"
"HYD-012","Port Arthur Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.141.206","63:13:9a:4e:15:05","Ethernet/IP","Emerson","TemperatureTransmitter-3006","1.3.95","2025-10-22T06:55:47.998Z","Network Scan","93","VLAN-8","Critical","true","true"
"HYD-013","Port Arthur Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.135.124","64:98:36:e6:81:c5","OPC UA","Emerson","TemperatureTransmitter-7994","3.4.47","2025-10-19T11:27:53.584Z","Network Scan","64","VLAN-29","High","true","true"
"HYD-014","Port Arthur Refinery","Hydrocracking Unit (HCU)","HMI","192.168.81.118","03:f1:57:ce:be:17","Profinet","Siemens","HMI-3247","5.7.83","2025-10-18T02:13:35.778Z","Network Scan","86","VLAN-13","Medium","false","true"
"HYD-015","Port Arthur Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.224.134","4c:dc:b7:31:66:7e","Ethernet/IP","ABB","SafetyPLC-8093","3.4.68","2025-10-23T00:45:40.896Z","Protocol Analysis","80","VLAN-77","High","false","true"
"HYD-016","Port Arthur Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.45.244","54:6d:1d:39:b7:24","DNP3","Siemens","MotorStarter-8946","3.9.85","2025-10-23T14:48:19.450Z","SNMP","97","VLAN-83","Critical","false","false"
"HYD-017","Port Arthur Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.88.118","2c:f3:d3:4a:7d:61","Modbus TCP","Emerson","MotorStarter-8436","2.3.54","2025-10-22T17:41:39.489Z","SNMP","72","VLAN-95","Medium","true","true"
"HYD-018","Port Arthur Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.65.182","a5:a3:52:ed:18:86","Ethernet/IP","Schneider","ControlValve-4478","4.0.38","2025-10-18T08:04:23.811Z","Network Scan","87","VLAN-81","Medium","true","false"
"HYD-019","Port Arthur Refinery","Hydrocracking Unit (HCU)","HMI","192.168.17.71","b2:d2:ed:00:8a:06","Ethernet/IP","Schneider","HMI-1977","4.8.13","2025-10-18T11:35:16.430Z","SNMP","65","VLAN-26","Medium","false","true"
"HYD-020","Port Arthur Refinery","Hydrocracking Unit (HCU)","PLC","192.168.221.195","ad:ad:a9:df:15:7e","DNP3","ABB","PLC-5889","2.0.70","2025-10-23T02:45:29.288Z","Protocol Analysis","95","VLAN-3","High","false","false"
"HYD-021","Port Arthur Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.87.115","99:8f:32:49:10:12","Modbus TCP","Siemens","MotorStarter-3207","4.8.33","2025-10-20T16:51:08.472Z","Asset Inventory","75","VLAN-85","Medium","true","true"
"HYD-022","Port Arthur Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.131.253","c3:76:75:85:db:75","DNP3","ABB","ControlValve-5146","2.6.5","2025-10-23T07:36:46.220Z","Asset Inventory","96","VLAN-21","Critical","true","true"
"HYD-023","Port Arthur Refinery","Hydrocracking Unit (HCU)","RTU","192.168.114.65","86:c8:cd:f8:6c:91","OPC UA","Schneider","RTU-2386","3.6.59","2025-10-20T05:04:05.668Z","Asset Inventory","62","VLAN-39","Medium","false","false"
"HYD-024","Port Arthur Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.133.137","ed:7d:e8:1f:ac:cc","Ethernet/IP","Rockwell","MotorStarter-5664","5.8.10","2025-10-23T23:36:08.348Z","Asset Inventory","75","VLAN-53","Medium","false","true"
"HYD-025","Port Arthur Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.17.119","cc:a9:3f:38:6f:aa","Ethernet/IP","Emerson","SafetyPLC-3336","5.2.84","2025-10-23T04:22:50.340Z","SNMP","71","VLAN-11","Critical","false","true"
"HYD-026","Port Arthur Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.25.45","30:7a:97:f2:dc:05","OPC UA","Emerson","SafetyPLC-7035","4.1.48","2025-10-19T15:03:40.251Z","Protocol Analysis","79","VLAN-92","Medium","false","false"
"HYD-027","Port Arthur Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.191.172","11:75:14:b8:5c:c7","OPC UA","Schneider","PressureTransmitter-1732","2.4.43","2025-10-19T07:41:18.752Z","Asset Inventory","94","VLAN-63","Low","false","false"
"HYD-028","Port Arthur Refinery","Hydrocracking Unit (HCU)","HMI","192.168.0.77","f8:99:f0:3a:96:0a","Profinet","Siemens","HMI-7864","2.4.57","2025-10-22T23:40:11.221Z","Asset Inventory","64","VLAN-31","High","false","true"
"HYD-029","Port Arthur Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.127.129","e0:c1:95:80:20:27","Profinet","ABB","SafetyPLC-7674","4.0.68","2025-10-22T16:29:20.045Z","SNMP","95","VLAN-9","Critical","true","false"
"HYD-030","Port Arthur Refinery","Hydrocracking Unit (HCU)","HMI","192.168.228.54","5d:16:c6:53:73:38","Ethernet/IP","Honeywell","HMI-7652","2.8.41","2025-10-21T04:18:58.320Z","Protocol Analysis","84","VLAN-10","Critical","true","true"
"HYD-031","Port Arthur Refinery","Hydrocracking Unit (HCU)","RTU","192.168.1.61","e3:06:db:47:6a:66","Ethernet/IP","Honeywell","RTU-6912","4.0.80","2025-10-22T15:20:44.227Z","SNMP","70","VLAN-22","Medium","true","true"
"HYD-032","Port Arthur Refinery","Hydrocracking Unit (HCU)","RTU","192.168.153.103","a5:05:23:2f:f9:d9","Modbus TCP","Emerson","RTU-9202","3.5.45","2025-10-24T13:18:37.248Z","Asset Inventory","76","VLAN-32","Low","true","true"
"HYD-033","Port Arthur Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.227.106","36:4e:6e:ff:63:fb","Ethernet/IP","ABB","MotorStarter-2504","3.5.6","2025-10-18T09:14:47.085Z","Protocol Analysis","77","VLAN-37","Medium","true","true"
"HYD-034","Port Arthur Refinery","Hydrocracking Unit (HCU)","DCS","192.168.74.37","f3:14:fe:74:86:32","Ethernet/IP","Emerson","DCS-5640","2.7.23","2025-10-19T13:41:41.781Z","Asset Inventory","65","VLAN-49","High","false","true"
"HYD-035","Port Arthur Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.202.0","12:a2:f9:e4:88:b9","Profinet","Emerson","FlowTransmitter-6507","2.0.72","2025-10-23T12:05:38.896Z","Asset Inventory","94","VLAN-40","Critical","true","false"
"HYD-036","Port Arthur Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.112.132","ee:e8:f7:cf:06:20","DNP3","Schneider","PressureTransmitter-8513","4.0.88","2025-10-21T19:31:40.875Z","Network Scan","60","VLAN-10","High","false","true"
"HYD-037","Port Arthur Refinery","Hydrocracking Unit (HCU)","HMI","192.168.190.7","7c:af:c6:59:c9:3a","Profinet","ABB","HMI-4074","3.9.2","2025-10-22T23:55:13.533Z","Network Scan","74","VLAN-25","Low","false","false"
"HYD-038","Port Arthur Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.245.161","03:ce:f8:98:43:65","Profinet","Honeywell","MotorStarter-5827","1.7.39","2025-10-24T09:55:17.954Z","Asset Inventory","92","VLAN-55","Critical","true","false"
"HYD-039","Port Arthur Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.27.187","38:64:9f:e9:1a:bb","DNP3","Emerson","FlowTransmitter-5642","3.3.11","2025-10-18T01:12:15.565Z","Asset Inventory","93","VLAN-63","Medium","false","true"
"HYD-040","Port Arthur Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.56.44","41:42:04:15:b5:e6","Modbus TCP","Honeywell","TemperatureTransmitter-9654","5.8.49","2025-10-20T09:15:43.638Z","Network Scan","88","VLAN-95","High","false","false"
"HYD-041","Port Arthur Refinery","Hydrocracking Unit (HCU)","RTU","192.168.175.132","9a:c5:25:b3:99:42","OPC UA","Honeywell","RTU-8918","3.6.95","2025-10-18T03:34:35.260Z","Network Scan","69","VLAN-97","Medium","true","true"
"HYD-042","Port Arthur Refinery","Hydrocracking Unit (HCU)","DCS","192.168.103.191","84:1f:e9:1f:5b:31","Profinet","Emerson","DCS-1056","4.2.1","2025-10-21T12:09:48.893Z","SNMP","97","VLAN-27","Low","false","true"
"HYD-043","Port Arthur Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.5.227","84:96:e7:be:af:b6","DNP3","Schneider","TemperatureTransmitter-8352","5.4.34","2025-10-24T03:20:41.164Z","SNMP","80","VLAN-18","Critical","true","true"
"HYD-044","Port Arthur Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.5.12","29:d7:11:bd:ed:d8","Modbus TCP","Emerson","TemperatureTransmitter-8117","1.5.80","2025-10-24T17:05:34.476Z","Network Scan","86","VLAN-70","Critical","true","false"
"HYD-045","Port Arthur Refinery","Hydrocracking Unit (HCU)","HMI","192.168.5.197","fa:01:8d:12:ea:c5","Ethernet/IP","Siemens","HMI-1642","3.5.27","2025-10-18T03:09:26.357Z","Protocol Analysis","73","VLAN-31","Critical","false","true"
"HYD-046","Port Arthur Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.146.253","41:a6:40:ae:d0:42","OPC UA","Siemens","ControlValve-4672","2.0.99","2025-10-19T18:50:05.166Z","SNMP","95","VLAN-45","Medium","true","false"
"HYD-047","Port Arthur Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.90.25","25:63:a2:8c:da:2b","Ethernet/IP","Rockwell","FlowTransmitter-3399","4.8.90","2025-10-23T05:39:05.869Z","Protocol Analysis","90","VLAN-5","Low","true","true"
"REF-001","Port Arthur Refinery","Reformer Unit","Control Valve","192.168.26.222","cd:57:89:2d:5d:74","DNP3","Rockwell","ControlValve-3453","4.9.17","2025-10-19T10:13:42.967Z","Network Scan","65","VLAN-28","Low","false","true"
"REF-002","Port Arthur Refinery","Reformer Unit","PLC","192.168.193.171","43:60:5e:0b:f7:95","Profinet","ABB","PLC-8985","4.0.49","2025-10-22T18:00:55.173Z","Asset Inventory","93","VLAN-4","Low","false","true"
"REF-003","Port Arthur Refinery","Reformer Unit","Motor Starter","192.168.146.159","6d:d7:fd:e5:ea:b2","DNP3","Rockwell","MotorStarter-2913","4.5.31","2025-10-21T14:30:44.631Z","Network Scan","71","VLAN-13","Critical","true","true"
"REF-004","Port Arthur Refinery","Reformer Unit","RTU","192.168.5.35","91:ab:57:fb:1b:2a","Modbus TCP","Honeywell","RTU-9096","4.6.74","2025-10-24T07:27:09.221Z","Protocol Analysis","90","VLAN-8","Critical","true","false"
"REF-005","Port Arthur Refinery","Reformer Unit","Control Valve","192.168.126.172","4a:61:54:f1:31:15","DNP3","Rockwell","ControlValve-4995","3.0.83","2025-10-20T02:55:54.507Z","Protocol Analysis","83","VLAN-89","Medium","true","false"
"REF-006","Port Arthur Refinery","Reformer Unit","HMI","192.168.188.240","ef:49:1e:35:42:44","Modbus TCP","Siemens","HMI-1923","3.2.61","2025-10-17T23:50:35.546Z","Asset Inventory","94","VLAN-51","Low","true","true"
"REF-007","Port Arthur Refinery","Reformer Unit","Motor Starter","192.168.142.234","0d:16:75:de:dc:b4","Profinet","ABB","MotorStarter-3600","2.8.7","2025-10-19T20:29:30.530Z","Protocol Analysis","97","VLAN-69","Low","true","false"
"REF-008","Port Arthur Refinery","Reformer Unit","Control Valve","192.168.203.94","1a:34:27:78:4e:b5","Modbus TCP","Rockwell","ControlValve-8639","5.9.64","2025-10-23T21:28:00.381Z","SNMP","60","VLAN-54","Low","false","true"
"REF-009","Port Arthur Refinery","Reformer Unit","Temperature Transmitter","192.168.161.241","83:97:70:0a:76:32","Profinet","Rockwell","TemperatureTransmitter-7165","2.8.76","2025-10-22T01:29:20.210Z","Protocol Analysis","95","VLAN-22","High","false","true"
"REF-010","Port Arthur Refinery","Reformer Unit","Motor Starter","192.168.153.248","b5:a2:a7:df:22:88","Modbus TCP","Rockwell","MotorStarter-5625","5.1.42","2025-10-19T20:06:59.745Z","Network Scan","62","VLAN-74","Low","true","true"
"REF-011","Port Arthur Refinery","Reformer Unit","Motor Starter","192.168.122.249","09:5b:11:39:13:fc","DNP3","ABB","MotorStarter-6882","3.0.66","2025-10-19T20:22:14.724Z","Asset Inventory","93","VLAN-68","Medium","true","true"
"REF-012","Port Arthur Refinery","Reformer Unit","Pressure Transmitter","192.168.44.235","12:d1:36:8c:94:56","Modbus TCP","ABB","PressureTransmitter-2415","5.9.66","2025-10-22T16:53:14.783Z","Protocol Analysis","71","VLAN-5","Low","true","true"
"REF-013","Port Arthur Refinery","Reformer Unit","Pressure Transmitter","192.168.32.174","5a:a6:80:33:85:a0","Ethernet/IP","Schneider","PressureTransmitter-7930","3.3.13","2025-10-19T02:46:59.218Z","Network Scan","87","VLAN-9","Critical","false","false"
"REF-014","Port Arthur Refinery","Reformer Unit","Control Valve","192.168.13.81","06:69:a4:60:a3:72","Modbus TCP","ABB","ControlValve-1797","5.6.34","2025-10-23T12:21:12.392Z","SNMP","92","VLAN-37","Medium","false","true"
